Title,Genres,Tags,Director,Screenwriter,Actors,url
Love between Fairy and Devil,"['Comedy', 'Romance', 'Wuxia']","['Fate', 'Opposites Attract', 'Xianxia']","['Yi Zheng', 'Qian Jing Wu']","['Cao Xiao Tian', 'Bai Jin Jin']","['Esther Yu', 'Dylan Wang', 'Zhang Ling He']",['https://i.mydramalist.com/yWlXnN_4f.jpg']
One Piece,"['Action', 'Adventure', 'Comedy']","['Pirate Male Lead', 'Friendship', 'Co-produced']",[],"['Steven Maeda', 'Matt Owens']","['Inaki Godoy', 'Mackenyu', 'Emily Rudd']",['https://i.mydramalist.com/rNk3AZ_4f.jpg']
The First Responders,"['Action', 'Thriller', 'Mystery']","['Teamwork', 'Investigation', 'Slight Romance']",['Shin Kyung Soo'],['Min Ji Eun'],"['Kim Rae Won', 'Son Ho Jun', 'Gong Seung Yeon']",['https://i.mydramalist.com/XnW5J_4f.jpg']
Hikaru no Go,"['Comedy', 'Drama', 'Sports']","['Adapted From A Manga', 'Go Game', 'Bromance']",['Liu Chang'],"['Lu Yang', 'Zhuo Yue Pao Mo', 'Xu Yi Tian']","['Hu Xian Xu', 'Zhang Chao', 'Hao Fu Shen']",['https://i.mydramalist.com/6NVRg_4f.jpg']
One Piece Season 2: Into the Grand Line,"['Action', 'Adventure', 'Comedy']","['Found Family', 'Treasure Hunting', 'Adapted From A Manga']",[],[],"['Inaki Godoy', 'Mackenyu', 'Emily Rudd']",['https://i.mydramalist.com/Pxz60L_4f.jpg']
Eternal Love,"['Romance', 'Wuxia', 'Drama']","['Male Chases Female First', 'Xianxia', 'Fate']","['Lam Yuk Fan', 'Yu Cui Hua', 'Guo Hu']",[],"['Yang Mi', 'Mark Chao', 'Gao Wei Guang']",['https://i.mydramalist.com/2ZlLE_4f.jpg']
Weightlifting Fairy Kim Bok Joo,"['Comedy', 'Romance', 'Life']","['Friends To Lovers', 'Weightlifting', 'Bantering Relationship']","['Oh Hyun Jong', 'Nam Sung Woo']","['Yang Hee Seung', 'Kim Soo Jin']","['Lee Sung Kyung', 'Nam Joo Hyuk', 'Lee Jae Yoon']",['https://i.mydramalist.com/D2X7Df.jpg']
High School Frenemy,"['Youth', 'Drama']","['Friendship', 'Bromance', 'School Bullying']",['Fon Kanittha Kwunyoo'],"['Lalil Kittitanaphan', 'Naphat Chitveerapat', 'Nichaphat Buranadilok']","['Sky Wongravee Nateetorn', 'Nani Hirunkit Changkham', 'Maria Poonlertlarp']",['https://i.mydramalist.com/zBrmeJ_4f.jpg']
Story of Yanxi Palace,"['Historical', 'Romance', 'Drama']","['Smart Female Lead', 'Older Man/Younger Woman', 'Revenge']","['Hui Kai Dong', 'Wen De Guang', 'Guo Hao']",['Zhou Mo'],"['Wu Jin Yan', 'Nie Yuan', 'Qin Lan']",['https://i.mydramalist.com/QBPRg_4f.jpg']
The Best Thing,"['Business', 'Romance', 'Drama']","['Hotelier Female Lead', 'Doctor Male Lead', 'Healing']",['Randy Che'],"['Shen Fei Xian', 'Ou Si Jia']","['Zhang Ling He', 'Xu Ruo Han', 'Tang Jiu Zhou']",['https://i.mydramalist.com/nOl7E4_4f.jpg']
Missing: The Other Side Season 2,"['Thriller', 'Mystery', 'Supernatural']","['Searching For A Child', 'Village Setting', 'Cold Case']","['Min Yeon Hong', 'Lee Ye Rim']","['Ban Ki Ri', 'Jung So Young']","['Go Soo', 'Huh Joon Ho', 'Ahn So Hee']",['https://i.mydramalist.com/4vzxw_4f.jpg']
School Trip: Joined a Group I’m Not Close To After Story,"['Romance', 'Youth']","['Student Male Lead', 'School Setting', 'Gay Relationship']",[],[],"['Fujimoto Kodai', 'Kan Hideyoshi', 'Sakuragi Masaya']",['https://i.mydramalist.com/73VnQb_4f.jpg']
Resident Playbook,"['Comedy', 'Life', 'Youth']","['Senior-Junior Relationship', 'Friendship', 'Resident Doctor Male Lead']",['Lee Min Soo'],['Kim Song Hee'],"['Go Youn Jung', 'Shin Shi Ah', 'Kang You Seok']",['https://i.mydramalist.com/ABAQWv_4f.jpg']
Moon Lovers: Scarlet Heart Ryeo,"['Historical', 'Romance', 'Fantasy']","['Possessive Male Lead', 'Goryeo Dynasty', 'Age Gap [Real Life]']",['Kim Kyu Tae'],['Jo Yoon Young'],"['Lee Joon Gi', 'IU', 'Kang Ha Neul']",['https://i.mydramalist.com/jWJxbf.jpg']
School Trip: Joined a Group I’m Not Close To,"['Romance', 'Youth']","['Student Supporting Character', 'Student Male Lead', 'School Setting']","['Shindo Takehiro', 'Fujisawa Hirokazu', 'Yasumi Goro']",['Yamashita Subaru'],"['Fujimoto Kodai', 'Kan Hideyoshi', 'Sakuragi Masaya']",['https://i.mydramalist.com/yWLdbn_4f.jpg']
Youth of May,"['Romance', 'Youth', 'Drama']","['Star Crossed Lovers', '1980s', 'Tearjerker']","['Song Min Yeop', 'Lee Dae Kyung']",['Lee Kang'],"['Lee Do Hyun', 'Go Min Si', 'Lee Sang Yi']",['https://i.mydramalist.com/dNO1d_4f.jpg']
SKY Castle,"['Mystery', 'Psychological', 'Drama']","['Family Pressure', 'Family Secret', 'Social Commentary']",['Jo Hyun Tak'],['Yoo Hyun Mi'],"['Yeom Jung Ah', 'Lee Tae Ran', 'Yoon Se Ah']",['https://i.mydramalist.com/2wndKO_4f.jpg']
Under the Skin,"['Thriller', 'Mystery']","['Death', 'Police Procedural', 'Deepfake']",['Xing Jian Jun'],"['Wu Yao', 'Zhang Min', 'Jia Dong Yan']","['Tan Jian Ci', 'Jin Shi Jia', 'Baby Zhang']",['https://i.mydramalist.com/0LODK_4f.jpg']
Had I Not Seen the Sun Part 2,"['Thriller', 'Mystery', 'Psychological']","['Documentarian Female Lead', 'Prisoner Male Lead', 'Serial Killer Male Lead']","['Chien Chi Feng', 'Jiang Ji Zheng']","['Lin Hsin Hui', 'Chien Chi Feng']","['Tseng Jing Hua', 'Moon Lee', 'Chiang Chi']",['https://i.mydramalist.com/LwlEK5_4f.jpg']
More than Blue: The Series,"['Music', 'Romance', 'Life']","['Tearjerker', 'Multiple Mains', 'Multiple Couples']",['Hsieh Pei Ju'],['Hermes Lu'],"['Fandy Fan', 'Gingle Wang', 'Jacob Wang']",['https://i.mydramalist.com/Rl8WV_4f.jpg']
Through the Darkness,"['Thriller', 'Mystery', 'Psychological']","['Investigation', 'Murder', 'Empathic Male Lead']","['Kim Jae Hong', 'Park Bo Ram']",['Seol I Na'],"['Kim Nam Gil', 'Jin Seon Kyu', 'Kim So Jin']",['https://i.mydramalist.com/2K8BR_4f.jpg']
Beyond Evil,"['Thriller', 'Mystery', 'Psychological']","['Investigation', 'Suspense', 'Determined Male Lead']",['Shim Na Yeon'],['Kim Soo Jin'],"['Shin Ha Kyun', 'Yeo Jin Goo', 'Choi Dae Hoon']",['https://i.mydramalist.com/0l4wY_4f.jpg']
Khemjira,"['Mystery', 'Horror', 'Romance']","['Buddhism', 'Curse', 'Ghost']","['Ron Patarapon To-oun', 'Aoftion Kittipat Jampa', 'Den Panuwat Inthawat']","['Supachod Kajonsiripong', 'Jattawa']","['Namping Napatsakorn Pingmuang', 'Keng Harit Buayoi', 'Green Ausadaporn Siriwattanakul']",['https://i.mydramalist.com/VXPxNz_4f.jpg']
Sweet Home,"['Action', 'Horror', 'Drama']","['Monster', 'Survival', 'Character Development']","['Lee Eung Bok', 'Jang Young Woo']","['Kim Hyung Min', 'Park So Jeong']","['Song Kang', 'Lee Jin Wook', 'Lee Si Young']",['https://i.mydramalist.com/xy8oq_4f.jpg']
Our Unwritten Seoul,"['Romance', 'Life']","['Family Relationship', 'Healing', 'Hidden Identity']",['Park Shin Woo'],['Lee Kang'],"['Park Bo Young', 'Park Jin Young', 'Ryu Kyung Soo']",['https://i.mydramalist.com/NdEn1A_4f.jpg']
Racket Boys,"['Comedy', 'Life', 'Drama']","['Badminton', 'Friendship', 'Rural Life']",['Jo Young Kwang'],['Jung Bo Hoon'],"['Kim Sang Kyung', 'Oh Na Ra', 'Tang Jun Sang']",['https://i.mydramalist.com/QARr2_4f.jpg']
Bloodhounds,"['Action', 'Thriller', 'Crime']","['Bromance', 'Debt', 'Graphic Violence']",['Jason Kim'],['Jason Kim'],"['Woo Do Hwan', 'Lee Sang Yi', 'Huh Joon Ho']",['https://i.mydramalist.com/vXNd2g_4f.jpg']
Peaceful Property,"['Horror', 'Comedy', 'Drama']","['Heir Male Lead', 'Rich Male Lead', 'Bromance']",['Dome Jarupat Kannula'],"['Dome Jarupat Kannula', 'Manow Waneepan Ounphoklang', 'Mook Jarinee Thanomyat', 'Myminorh Sarun Kaensap']","['Tay Tawan Vihokratana', 'New Thitipoom Techa-apaikhun', 'Mook Worranit Thawornwong']",['https://i.mydramalist.com/1wk4rd_4f.jpg']
Queen of Tears,"['Comedy', 'Romance', 'Life']","['Rich Family', 'Company President (CEO) Female Lead', 'Lawyer Male Lead']","['Kim Hee Won', 'Jang Young Woo']",['Park Ji Eun'],"['Kim Soo Hyun', 'Kim Ji Won', 'Park Sung Hoon']",['https://i.mydramalist.com/pd4DkE_4f.jpg']
See Your Love,"['Thriller', 'Romance', 'Crime']","['Muteness', 'Deafness', 'Disability']",['Chiang Ping Chen'],"['Lin Pei Yu', 'Anita Sung']","['Raiden Lin', 'Jin Yun', 'Lin Chia Yo']",['https://i.mydramalist.com/81JOWA_4f.jpg']
D.P. Season 2,"['Action', 'Military', 'Drama']","['Male Centered Plot', 'Bromance', 'Post-traumatic Stress Disorder (PTSD)']",['Han Jun Hee'],"['Han Jun Hee', 'Kim Bo Tong']","['Jung Hae In', 'Koo Kyo Hwan', 'Kim Sung Kyun']",['https://i.mydramalist.com/QJ08d6_4f.jpg']
Story of Kunning Palace,"['Historical', 'Romance', 'Drama']","['Second Chance', 'Smart Male Lead', 'Reincarnation']","['Chu Yui Bun', 'Francis Nam', 'Gu Zhi Wei']","['Yan Mo Yi', 'Ren Zhuang Liu']","['Bai Lu', 'Zhang Ling He', 'Wang Xing Yue']",['https://i.mydramalist.com/zBX1Q7_4f.jpg']
The Devil Judge,"['Mystery', 'Law', 'Crime']","['Dark Fiction', 'Judge Male Lead', 'Manipulative Female Lead']",['Choi Jung Gyu'],['Moon Yoo Seok'],"['Ji Sung', 'Kim Min Jung', 'Park Jin Young']",['https://i.mydramalist.com/XJL7Z_4f.jpg']
Dr. Romantic,"['Romance', 'Drama', 'Medical']","['Hardworking Female Lead', 'Smart Male Lead', 'Hardworking Male Lead']","['Yoo In Shik', 'Park Soo Jin']",['Kang Eun Kyung'],"['Han Seok Kyu', 'Yoo Yeon Seok', 'Seo Hyun Jin']",['https://i.mydramalist.com/KxgYRf.jpg']
The First Responders Season 2,"['Action', 'Thriller', 'Mystery']","['Paramedic Female Lead', 'Detective Fiction', 'Detective Male Lead']",['Shin Kyung Soo'],['Min Ji Eun'],"['Kim Rae Won', 'Son Ho Jun', 'Gong Seung Yeon']",['https://i.mydramalist.com/BdrXdl_4f.jpg']
I Am Nobody,"['Comedy', 'Wuxia', 'Drama']","['Action', 'Supernatural Power', 'Martial Arts']",['Derek Hui'],['Jiang Feng'],"['Peng Yu Chang', 'Hou Ming Hao', 'Wang Ying Lu']",['https://i.mydramalist.com/eYyyEe_4f.jpg']
Arthdal Chronicles Part 3: The Prelude to All Legends,"['Historical', 'Romance', 'Fantasy']","['Power Struggle', 'War', 'Supernatural Power']",['Kim Won Suk'],"['Kim Young Hyun', 'Park Sang Yeon']","['Song Joong Ki', 'Jang Dong Gun', 'Kim Ji Won']",['https://i.mydramalist.com/23m6wf.jpg']
Guardians of the Dafeng,"['Comedy', 'Romance', 'Wuxia']","['Fantasy World', 'Investigation', 'Slapstick']",['Deng Ke'],"['Yang Yu Chen', 'Gong Li']","['Dylan Wang', 'Tian Xi Wei', 'Liu Yi Jun']",['https://i.mydramalist.com/VXYzl0_4f.jpg']
A Journey to Love,"['Romance', 'Wuxia', 'Drama']","['Character Development', 'Teamwork', 'Smart Male Lead']","['Zhou Jing Tao', 'Zou Xi']",['Zhang Wei'],"['Liu Shi Shi', 'Liu Yu Ning', 'Alen Fang']",['https://i.mydramalist.com/2wOmn7_4f.jpg']
Fated Hearts,"['Historical', 'Mystery', 'Romance']","['Amnesia', 'Enemies To Lovers', 'Violence']","['Chu Yui Bun', 'Francis Nam', 'Gu Zhi Wei']",['Qing Mei'],"['Li Qin', 'Chen Zhe Yuan', 'Xia Meng']",['https://i.mydramalist.com/LwKyvb_4f.jpg']
You Are My Glory,"['Comedy', 'Romance', 'Life']","['First Love Returns', 'Successful Female Lead', 'Friends To Lovers']",['Wang Zhi'],['Gu Man'],"['Yang Yang', 'Dilraba Dilmurat', 'Pan Yue Ming']",['https://i.mydramalist.com/ABOljq_4f.jpg']
Bloodhounds Season 2,"['Action', 'Thriller', 'Crime']","['Male Centered Plot', 'Boxing', 'Bromance']",['Jason Kim'],['Jason Kim'],"['Woo Do Hwan', 'Lee Sang Yi', 'Rain']",['https://i.mydramalist.com/g0ppnO_4f.jpg']
First Love,"['Romance', 'Drama', 'Melodrama']","['First Love', 'Flashback To Past', 'Nonlinear Narrative']",['Kanchiku Yuri'],['Kanchiku Yuri'],"['Mitsushima Hikari', 'Satoh Takeru', 'Yagi Rikako']",['https://i.mydramalist.com/EmzYp_4f.jpg']
The Guest,"['Thriller', 'Mystery', 'Horror']","['Exorcism', 'Death', 'Demon']",['Kim Hong Seon'],"['Seo Jae Won', 'Kwon So Ra']","['Kim Dong Wook', 'Kim Jae Wook', 'Jung Eun Chae']",['https://i.mydramalist.com/Wb2pWf.jpg']
Mouse: The Predator,"['Thriller', 'Mystery', 'Drama']","['Murder', 'Investigation', 'Violence Against Animals']",['Choi Joon Bae'],['Choi Ran'],"['Lee Seung Gi', 'Kim Kang Hoon', 'Lee Hee Joon']",['https://i.mydramalist.com/2AjpV_4f.jpg']
The Penthouse Season 2: War in Life,"['Thriller', 'Mystery', 'Drama']","['Revenge', 'Corruption', 'Murder']",['Joo Dong Min'],['Kim Soon Ok'],"['Kim So Yeon', 'Eugene', 'Lee Ji Ah']",['https://i.mydramalist.com/670YW_4f.jpg']
Hometown Cha-Cha-Cha,"['Comedy', 'Romance', 'Life']","['Nice Male Lead', 'Character Development', 'Nice Female Lead']",['Yoo Je Won'],['Shin Ha Eun'],"['Shin Min Ah', 'Kim Seon Ho', 'Lee Sang Yi']",['https://i.mydramalist.com/ZeKv1_4f.jpg']
The Penthouse: War in Life,"['Thriller', 'Mystery', 'Drama']","['School Bullying', 'Revenge', 'Motherhood']",['Joo Dong Min'],['Kim Soon Ok'],"['Lee Ji Ah', 'Kim So Yeon', 'Eugene']",['https://i.mydramalist.com/QyBA2_4f.jpg']
Family by Choice,"['Comedy', 'Romance', 'Youth']","['MDL Remake', 'Age Gap [Real Life]', 'Family Relationship']",['Kim Seung Ho'],['Hong Si Yeong'],"['Hwang In Youp', 'Jung Chae Yeon', 'Bae Hyun Sung']",['https://i.mydramalist.com/1wKdRb_4f.jpg']
Blossoms in Adversity,"['Historical', 'Business', 'Romance']","['Independent Female Lead', 'Age Gap [Real Life]', 'Entrepreneur Female Lead']","['Chu Yui Bun', 'Gu Zhi Wei']","['He Fang', 'Luo Xuan']","['Zhang Jing Yi', 'Hu Yi Tian', 'Caesar Wu']",['https://i.mydramalist.com/3oPWlA_4f.jpg']
The Legend of Shen Li,"['Romance', 'Wuxia', 'Drama']","['Xianxia', 'General Female Lead', 'Calm Male Lead']",['Deng Ke'],[],"['Zhao Li Ying', 'Lin Geng Xin', 'Xin Yun Lai']",['https://i.mydramalist.com/5vDdpy_4f.jpg']
Life on Mars,"['Action', 'Mystery', 'Psychological']","['1980s', 'Police Procedural', 'Bromance']",['Lee Jeong Hyo'],['Lee Dae II'],"['Jung Kyung Ho', 'Park Sung Woong', 'Go Ah Sung']",['https://i.mydramalist.com/DX4Yzf.jpg']
"Arthdal Chronicles Part 2: The Sky Turning Inside Out, Rising Land","['Historical', 'Romance', 'Fantasy']","['War', 'Power Struggle', 'Slavery']",['Kim Won Suk'],"['Kim Young Hyun', 'Park Sang Yeon']","['Song Joong Ki', 'Jang Dong Gun', 'Kim Ji Won']",['https://i.mydramalist.com/6o4N2f.jpg']
My Name,"['Action', 'Thriller', 'Mystery']","['Criminal Organization', 'Badass Female Lead', 'Revenge']",['Kim Jin Min'],['Kim Ba Da'],"['Han So Hee', 'Park Hee Soon', 'Ahn Bo Hyun']",['https://i.mydramalist.com/jD3br_4f.jpg']
Begins Youth,"['Life', 'Youth', 'Drama']","['Friendship', 'Crime Against A Person', 'Violence Against Children']",['Kim Jae Hong'],"['Kim Soo Jin', 'Choi Woo Joo']","['Seo Ji Hoon', 'Noh Jong Hyun', 'Ahn Ji Ho']",['https://i.mydramalist.com/jQ4Pzz_4f.jpg']
Strong Girl Bong Soon,"['Action', 'Comedy', 'Romance']","['Superhuman Strength', 'Love Triangle', 'Nice Male Lead']",['Lee Hyung Min'],['Baek Mi Kyung'],"['Park Bo Young', 'Park Hyung Sik', 'Kim Ji Soo']",['https://i.mydramalist.com/XZqYJf.jpg']
Taxi Driver Season 3,"['Action', 'Thriller', 'Mystery']","['Taxi Driver Male Lead', 'Revenge', 'Skilled Fighter']",[],['Oh Sang Ho'],"['Lee Je Hoon', 'Kim Eui Sung', 'Pyo Ye Jin']",['https://i.mydramalist.com/yWlLw3_4f.jpg']
Flex X Cop,"['Action', 'Thriller', 'Mystery']","['Detective Fiction', 'Teamwork', 'Rich Male Lead']",['Kim Jae Hong'],['Kim Ba Da'],"['Ahn Bo Hyun', 'Park Ji Hyun', 'Kang Sang Jun']",['https://i.mydramalist.com/qYbz7B_4f.jpg']
Six Flying Dragons,"['Action', 'Historical', 'Drama']","['Revolution', 'Power Struggle', 'Political Intrigue']",['Shin Kyung Soo'],"['Kim Young Hyun', 'Park Sang Yeon']","['Yoo Ah In', 'Kim Myung Min', 'Shin Sae Kyeong']",['https://i.mydramalist.com/bBvWjf.jpg']
While You Were Sleeping,"['Mystery', 'Romance', 'Drama']","['Precognition', 'Murder', 'Nice Male Lead']","['Oh Choong Hwan', 'Park Soo Jin']",['Park Hye Ryun'],"['Bae Suzy', 'Lee Jong Suk', 'Lee Sang Yeob']",['https://i.mydramalist.com/jQV45J_4f.jpg']
The Worst of Evil,"['Action', 'Thriller', 'Mystery']","['Gang', 'Graphic Violence', 'Skilled Fighter']","['Park Geun Beom', 'Han Dong Wook']",['Jang Min Seok'],"['Ji Chang Wook', 'Wi Ha Joon', 'Im Se Mi']",['https://i.mydramalist.com/BdpXkz_4f.jpg']
Business Proposal,"['Comedy', 'Romance', 'Drama']","['Boss-Employee Relationship', 'Secondary Couple', 'Contract Relationship']",['Park Seon Ho'],"['Han Sul Hee', 'Hong Bo Hee']","['Ahn Hyo Seop', 'Kim Se Jeong', 'Kim Min Gue']",['https://i.mydramalist.com/v24Pg_4f.jpg']
Defendant,"['Thriller', 'Mystery', 'Law']","['Murder', 'Amnesia', 'Wrongfully Accused']","['Jo Young Kwang', 'Jung Dong Yoon']","['Choi Su Jin', 'Choi Chang Hwan']","['Ji Sung', 'Uhm Ki Joon', 'Kwon Yu Ri']",['https://i.mydramalist.com/4JDbd_4f.jpg']
Dear My Friends,"['Life', 'Drama', 'Melodrama']","['Life Lesson', 'Mother-Daughter Relationship', 'Mother-Son Relationship']",['Hong Jong Chan'],['Noh Hee Kyung'],"['Go Hyun Jung', 'Kim Hye Ja', 'Na Moon Hee']",['https://i.mydramalist.com/2zWk2_4f.jpg']
"Kill Me, Heal Me","['Psychological', 'Comedy', 'Romance']","['Dissociative Identity Disorder', 'Trauma', 'Boss-Employee Relationship']","['Kim Jin Man', 'Kim Dae Jin']",['Jin Soo Wan'],"['Ji Sung', 'Hwang Jung Eum', 'Park Seo Joon']",['https://i.mydramalist.com/p2j0nf.jpg']
Fangs of Fortune Special,"['Mystery', 'Wuxia', 'Fantasy']","[""Teammates' Relationship"", 'Investigation', 'Martial Arts']",['Edward Guo'],[],"['Hou Ming Hao', 'Chen Du Ling', 'Tian Jia Rui']",['https://i.mydramalist.com/LwqEJy_4f.jpg']
The Price of Confession,"['Thriller', 'Mystery', 'Psychological']","['Antisocial Female Lead', 'Prison Setting', 'Death Of A Husband']",['Lee Jeong Hyo'],['Kwon Jong Kwan'],"['Jeon Do Yeon', 'Kim Go Eun', 'Park Hae Soo']",['https://i.mydramalist.com/nOlOjE_4f.jpg']
Angels Fall Sometimes,"['Romance', 'Life', 'Melodrama']","['Terminal Illness', 'Disabled Male Lead', 'Amyotrophic Lateral Sclerosis (ALS)']",['Zhu Dong Ning'],"['Cheng Xiao Mao', 'Cheng Meng Yan']","['Lin Yi', 'Landy Li', 'Sun Tian Yu']",['https://i.mydramalist.com/WPvDXR_4f.jpg']
The Judge from Hell,"['Thriller', 'Mystery', 'Romance']","['Judge Female Lead', 'Detective Male Lead', 'Demon']",['Park Jin Pyo'],['Cho I Su'],"['Park Shin Hye', 'Kim Jae Yeong', 'Kim In Kwon']",['https://i.mydramalist.com/jQ37oy_4f.jpg']
tvN O'PENing: Our Beautiful Summer,"['Romance', 'Youth']","['Transfer Student Female Lead', 'Student Female Lead', 'Student Male Lead']",[],[],"['Jang Gyu Ri', 'Yoo Young Jae', 'Son Sang Yeon']",['https://i.mydramalist.com/60lvAO_4f.jpg']
Coroner's Diary,"['Historical', 'Mystery', 'Romance']","['Murder', 'Investigation', 'Revenge']","['Lee Wai Chu', 'Tang Wai Yan']",['Zou Yue'],"['Landy Li', 'Ao Rui Peng', 'Shen Yu Jie']",['https://i.mydramalist.com/VXep4v_4f.jpg']
Love and Redemption,"['Romance', 'Wuxia', 'Drama']","['Hidden Identity', 'Xianxia', 'Fated Love']","['Yin Tao', 'Mai Guan Zhi']",['Liu Fang'],"['Cheng Yi', 'Yuan Bing Yan', 'Liu Xue Yi']",['https://i.mydramalist.com/wJzKoJ_4f.jpg']
Jack & Joker: U Steal My Heart! (Uncut Ver.),"['Action', 'Romance', 'Crime']","['Gay Romance', 'Heist', 'Enemies To Lovers']",['Tee Bundit Sintanaparadee'],"['Myminorh Sarun Kaensap', 'Looksorn Pacharawan Chaipuwarat', 'Yui Athima Iamathikhom', 'Anawat Kitchawengkul']","['Yin Anan Wong', 'War Wanarat Ratsameerat', 'Prom Ratchapat Worrasarn']",['https://i.mydramalist.com/pdrn7r_4f.jpg']
Reset,"['Romance', 'Drama', 'Fantasy']","['Actor Male Lead', 'Company President (CEO) Male Lead', 'Gay Male Lead']",['A Natthaphong Wongkaweepairod'],"['Bangpahn Homjan', 'Kusolin Mekviphat', 'A Natthaphong Wongkaweepairod']","['Pond Ponlawit Ketprapakorn', 'Peterpan Tadsapon Wiwitawan', 'Bom Tanawat Hiruntrarud']",['https://i.mydramalist.com/YY5rVK_4f.jpg']
Sword Snow Stride,"['Wuxia', 'Drama', 'Fantasy']","['Martial Arts', 'Heir Male Lead', 'Scheme']",['Song Xiao Fei'],['Wang Juan'],"['Zhang Ruo Yun', 'Hu Jun', 'Teresa Li']",['https://i.mydramalist.com/4zNWk_4f.jpg']
Leap Day,"['Thriller', 'Drama', 'Supernatural']","['Suspense', 'Curse', 'Autistic Male Lead']",['Chic Sakon Tiacharoen'],['Nepal Jitranon'],"['Dew Jirawat Sutivanichsak', 'Gun Atthaphan Phunsawat', 'Pond Naravit Lertratkosum']",['https://i.mydramalist.com/KpKJBv_4f.jpg']
Mr. Queen: The Bamboo Forest,"['Historical', 'Comedy', 'Romance']","['Questioning (Sexuality And Gender)', 'Palace Setting', 'Queen Female Lead']",['Jang Yang Ho'],['Choi Ah Il'],"['Shin Hae Sun', 'Kim Jung Hyun', 'Seol In Ah']",['https://i.mydramalist.com/R4O6z_4f.jpg']
New Life Begins,"['Historical', 'Comedy', 'Romance']","['Cheerful Female Lead', 'Sismance', 'Arranged Marriage']",['Zhao Qi Chen'],"['Ding Lu', 'Ji Sang Rou']","['Bai Jing Ting', 'Tian Xi Wei', 'Chen Xiao Yun']",['https://i.mydramalist.com/jR0xz_4f.jpg']
Strangers from Hell,"['Thriller', 'Horror', 'Psychological']","['Adapted From A Webtoon', 'Murder', 'Mental Torment']",['Lee Chang Hee'],['Jung Yi Do'],"['Yim Si Wan', 'Lee Dong Wook', 'Lee Jung Eun']",['https://i.mydramalist.com/4p2vdf.jpg']
Ultimate Note,"['Action', 'Adventure', 'Thriller']","['Tomb Raiding', 'Bromance', 'Survival']","['Zou Xi', 'Wei Li Zhou']","['Zhang Yuan Ang', 'Tian Liang Liang', 'Meng Yang']","['Joseph Zeng', 'Xiao Yu Liang', 'Cheng Fang Xu']",['https://i.mydramalist.com/prEne_4f.jpg']
Jewel in the Palace,"['Food', 'Historical', 'Romance']","['Cooking', 'Royal Rules And Etiquette', 'Joseon Dynasty']",['Lee Byung Hoon'],['Kim Young Hyun'],"['Lee Young Ae', 'Ji Jin Hee', 'Hong Ri Na']",['https://i.mydramalist.com/wJVdnf.jpg']
Don't Call it Mystery,"['Mystery', 'Psychological', 'Life']","['Investigation', 'Genius Male Lead', 'Adapted From A Manga']","['Aizawa Hideyuki', 'Matsuyama  Hiroaki']",['Aizawa Tomoko'],"['Suda Masaki', 'Ito Sairi', 'Onoe Matsuya II']",['https://i.mydramalist.com/2KpQR_4f.jpg']
Who Rules the World,"['Romance', 'Wuxia', 'Fantasy']","['Hidden Identity', 'Adapted From A Novel', 'Martial Arts']","['Yin Tao', 'Yu Yong Gang']","['Zhang Wei', 'Shang Meng Lu']","['Yang Yang', 'Zhao Lu Si', 'Xuan Lu']",['https://i.mydramalist.com/jdmAz_4f.jpg']
Thai Cave Rescue,['Drama'],"['Rescue Mission', 'Survival', 'Based On A True Story']",['Baz Nattawut Poonpiriya'],[],"['Beam Papangkorn Lerkchaleampote', 'Tiger Prachya Phathong', 'Pangpond Songphon Kanthawong']",['https://i.mydramalist.com/wvjy1_4f.jpg']
Family Matters,"['Action', 'Thriller', 'Crime']","['Black Comedy', 'Found Family', 'Supernatural Power']","['Kim Gok', 'Kim Sun']",['Kim Jung Min'],"['Bae Doo Na', 'Ryu Seung Beom', 'Baek  Yoon Shik']",['https://i.mydramalist.com/O8ye8Q_4f.jpg']
Perfect 10 Liners,"['Comedy', 'Romance', 'Youth']","['Gay Romance', 'Mentor-Mentee Relationship', 'Student Supporting Character']",['New Siwaj Sawatmaneekul'],['Inthira Thanasarnsumrit'],"['Book Kasidet Plookphol', 'Force Jiratchapong Srisang', 'Perth Tanapon Sukumpantanasan']",['https://i.mydramalist.com/73XAvy_4f.jpg']
